date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
27-04-2025,28,Saturn,SZA,93,186191,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
27-04-2025,29,The Prophecy,Taylor Swift,86,249807,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,30,thanK you aIMee,Taylor Swift,87,263817,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,31,The Albatross,Taylor Swift,86,183878,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,32,Type Shit,Future & Metro Boomin,92,228266,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
27-04-2025,33,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,95,264324,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
27-04-2025,34,End of Beginning,Djo,99,159245,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
27-04-2025,35,we can't be friends (wait for your love),Ariana Grande,95,228639,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
27-04-2025,36,How Did It End?,Taylor Swift,86,238706,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,37,Gata Only,FloyyMenor & Cris Mj,98,222000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
27-04-2025,38,Stick Season,Noah Kahan,94,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
27-04-2025,39,I Hate It Here,Taylor Swift,86,243875,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,40,Tell Ur Girlfriend,Lay Bankz,89,124444,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a8dbff429bc95d3af651fe08
27-04-2025,41,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
27-04-2025,42,Chloe or Sam or Sophia or Marcus,Taylor Swift,86,213281,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,43,I Look in People's Windows,Taylor Swift,85,131907,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,44,Lose Control,Teddy Swims,93,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
27-04-2025,45,Whatever She Wants,Bryson Tiller,90,161342,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
27-04-2025,46,The Bolter,Taylor Swift,84,238241,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,47,Peter,Taylor Swift,85,283957,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,48,Cassandra,Taylor Swift,85,240205,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
27-04-2025,49,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
27-04-2025,50,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
28-04-2025,1,Fortnight (feat. Post Malone),Taylor Swift,93,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,2,Espresso,Sabrina Carpenter,94,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
28-04-2025,3,I Can Do It With a Broken Heart,Taylor Swift,86,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,4,Down Bad,Taylor Swift,87,261228,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,5,A Bar Song (Tipsy),Shaboozey,87,171291,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
28-04-2025,6,Too Sweet,Hozier,89,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
28-04-2025,7,"So Long, London",Taylor Swift,85,262974,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,8,Who’s Afraid of Little Old Me?,Taylor Swift,83,334084,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,9,My Boy Only Breaks His Favorite Toys,Taylor Swift,85,203801,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,10,But Daddy I Love Him,Taylor Swift,84,340428,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,11,Florida!!! (feat. Florence + The Machine),Taylor Swift,84,215463,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,12,Guilty as Sin?,Taylor Swift,82,254365,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,13,The Tortured Poets Department,Taylor Swift,86,293048,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,14,Like That,Future & Metro Boomin,96,267706,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
28-04-2025,15,i like the way you kiss me,Artemas,100,142514,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
28-04-2025,16,The Smallest Man Who Ever Lived,Taylor Swift,81,245541,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,17,Push Ups,Drake,88,232774,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5
28-04-2025,18,The Alchemy,Taylor Swift,81,196900,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,19,Fresh Out The Slammer,Taylor Swift,81,210789,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,20,loml,Taylor Swift,82,277156,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,21,Beautiful Things,Benson Boone,88,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
28-04-2025,22,I Can Fix Him (No Really I Can),Taylor Swift,80,156297,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,23,Saturn,SZA,93,186191,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
28-04-2025,24,imgonnagetyouback,Taylor Swift,88,222072,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,25,"Good Luck, Babe!",Chappell Roan,88,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
28-04-2025,26,So High School,Taylor Swift,87,228800,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,27,The Black Dog,Taylor Swift,88,238857,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,28,Clara Bow,Taylor Swift,79,216662,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
28-04-2025,29,Gata Only,FloyyMenor & Cris Mj,98,222000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
28-04-2025,30,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,95,264324,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
28-04-2025,31,MILLION DOLLAR BABY,Tommy Richman,67,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739351aad679d6cb885a02510e
28-04-2025,32,Type Shit,Future & Metro Boomin,92,228266,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
28-04-2025,33,we can't be friends (wait for your love),Ariana Grande,95,228639,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
28-04-2025,34,End of Beginning,Djo,99,159245,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
28-04-2025,35,Tell Ur Girlfriend,Lay Bankz,89,124444,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a8dbff429bc95d3af651fe08
28-04-2025,36,ADIVINO,Myke Towers & Bad Bunny,77,278644,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273b41f34aa51be675c5cfd3d94
28-04-2025,37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
28-04-2025,38,Lose Control,Teddy Swims,93,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
28-04-2025,39,The Prophecy,Taylor Swift,87,249807,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,40,Stick Season,Noah Kahan,94,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
28-04-2025,41,Whatever She Wants,Bryson Tiller,90,161342,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
28-04-2025,42,thanK you aIMee,Taylor Swift,87,263817,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,43,The Albatross,Taylor Swift,87,183878,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,44,How Did It End?,Taylor Swift,86,238706,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,45,I Hate It Here,Taylor Swift,86,243875,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,46,Chloe or Sam or Sophia or Marcus,Taylor Swift,86,213281,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,47,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
28-04-2025,48,I Look in People's Windows,Taylor Swift,85,131907,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
28-04-2025,49,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
28-04-2025,50,redrum,21 Savage,92,270697,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
29-04-2025,1,Fortnight (feat. Post Malone),Taylor Swift,93,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,2,Espresso,Sabrina Carpenter,95,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
29-04-2025,3,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,4,A Bar Song (Tipsy),Shaboozey,88,171291,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
29-04-2025,5,Down Bad,Taylor Swift,87,261228,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,6,Too Sweet,Hozier,89,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
29-04-2025,7,"So Long, London",Taylor Swift,85,262974,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,8,Like That,Future & Metro Boomin,95,267706,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
29-04-2025,9,Who’s Afraid of Little Old Me?,Taylor Swift,83,334084,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,10,My Boy Only Breaks His Favorite Toys,Taylor Swift,85,203801,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,11,Florida!!! (feat. Florence + The Machine),Taylor Swift,84,215463,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,12,But Daddy I Love Him,Taylor Swift,84,340428,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,13,i like the way you kiss me,Artemas,100,142514,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
29-04-2025,14,Guilty as Sin?,Taylor Swift,83,254365,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,15,The Tortured Poets Department,Taylor Swift,86,293048,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,16,Push Ups,Drake,88,232774,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5
29-04-2025,17,Beautiful Things,Benson Boone,88,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
29-04-2025,18,The Smallest Man Who Ever Lived,Taylor Swift,81,245541,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,19,"Good Luck, Babe!",Chappell Roan,88,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
29-04-2025,20,Saturn,SZA,93,186191,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
29-04-2025,21,The Alchemy,Taylor Swift,81,196900,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,22,Fresh Out The Slammer,Taylor Swift,81,210789,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,23,loml,Taylor Swift,82,277156,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,24,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,95,264324,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
29-04-2025,25,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
29-04-2025,26,Tell Ur Girlfriend,Lay Bankz,89,124444,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a8dbff429bc95d3af651fe08
29-04-2025,27,I Can Fix Him (No Really I Can),Taylor Swift,80,156297,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,28,MILLION DOLLAR BABY,Tommy Richman,72,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739351aad679d6cb885a02510e
29-04-2025,29,Gata Only,FloyyMenor & Cris Mj,98,222000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
29-04-2025,30,we can't be friends (wait for your love),Ariana Grande,95,228639,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
29-04-2025,31,Type Shit,Future & Metro Boomin,92,228266,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
29-04-2025,32,imgonnagetyouback,Taylor Swift,88,222072,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,33,Lose Control,Teddy Swims,93,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
29-04-2025,34,Stick Season,Noah Kahan,94,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
29-04-2025,35,So High School,Taylor Swift,87,228800,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,36,End of Beginning,Djo,99,159245,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
29-04-2025,37,Whatever She Wants,Bryson Tiller,90,161342,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
29-04-2025,38,The Black Dog,Taylor Swift,88,238857,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,39,Clara Bow,Taylor Swift,79,216662,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
29-04-2025,40,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
29-04-2025,41,Get It Sexyy,Sexyy Red,84,148551,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273422237a4122460c2fa99c135
29-04-2025,42,The Prophecy,Taylor Swift,87,249807,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,43,Wanna Be (with Megan Thee Stallion),GloRilla,81,156444,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273bd9951bb4c9813bc540bde1d
29-04-2025,44,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
29-04-2025,45,MILLION DOLLAR BABY (VHS),Tommy Richman,71,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739351aad679d6cb885a02510e
29-04-2025,46,thanK you aIMee,Taylor Swift,87,263817,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,47,redrum,21 Savage,92,270697,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
29-04-2025,48,Austin,Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b273b345fdf20256c09c8c6f20c4
29-04-2025,49,The Albatross,Taylor Swift,87,183878,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
29-04-2025,50,How Did It End?,Taylor Swift,86,238706,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
30-04-2025,1,Fortnight (feat. Post Malone),Taylor Swift,94,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,2,Espresso,Sabrina Carpenter,95,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
30-04-2025,3,A Bar Song (Tipsy),Shaboozey,88,171291,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
30-04-2025,4,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,5,Too Sweet,Hozier,89,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
30-04-2025,6,Down Bad,Taylor Swift,87,261228,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,7,Like That,Future & Metro Boomin,95,267706,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
30-04-2025,8,"So Long, London",Taylor Swift,85,262974,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,9,i like the way you kiss me,Artemas,100,142514,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738
30-04-2025,10,Who’s Afraid of Little Old Me?,Taylor Swift,83,334084,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,11,My Boy Only Breaks His Favorite Toys,Taylor Swift,85,203801,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,12,Florida!!! (feat. Florence + The Machine),Taylor Swift,85,215463,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,13,But Daddy I Love Him,Taylor Swift,84,340428,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,14,Guilty as Sin?,Taylor Swift,83,254365,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,15,The Tortured Poets Department,Taylor Swift,86,293048,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,16,Push Ups,Drake,89,232774,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5
30-04-2025,17,Beautiful Things,Benson Boone,88,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
30-04-2025,18,"Good Luck, Babe!",Chappell Roan,89,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
30-04-2025,19,The Smallest Man Who Ever Lived,Taylor Swift,81,245541,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,20,Saturn,SZA,93,186191,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
30-04-2025,21,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
30-04-2025,22,MILLION DOLLAR BABY,Tommy Richman,75,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739351aad679d6cb885a02510e
30-04-2025,23,The Alchemy,Taylor Swift,81,196900,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,24,Fresh Out The Slammer,Taylor Swift,81,210789,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,25,Stick Season,Noah Kahan,94,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
30-04-2025,26,loml,Taylor Swift,82,277156,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,27,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,95,264324,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
30-04-2025,28,Tell Ur Girlfriend,Lay Bankz,89,124444,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a8dbff429bc95d3af651fe08
30-04-2025,29,Lose Control,Teddy Swims,93,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
30-04-2025,30,we can't be friends (wait for your love),Ariana Grande,95,228639,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
30-04-2025,31,Gata Only,FloyyMenor & Cris Mj,98,222000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
30-04-2025,32,Type Shit,Future & Metro Boomin,91,228266,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
30-04-2025,33,So High School,Taylor Swift,88,228800,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
30-04-2025,34,End of Beginning,Djo,98,159245,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
30-04-2025,35,I Can Fix Him (No Really I Can),Taylor Swift,80,156297,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,36,imgonnagetyouback,Taylor Swift,88,222072,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
30-04-2025,37,Whatever She Wants,Bryson Tiller,90,161342,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
30-04-2025,38,The Black Dog,Taylor Swift,88,238857,album,31,TRUE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
30-04-2025,39,Clara Bow,Taylor Swift,79,216662,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
30-04-2025,40,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
30-04-2025,41,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
30-04-2025,42,The Prophecy,Taylor Swift,87,249807,album,31,FALSE,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
30-04-2025,43,Last Night,Morgan Wallen,84,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
30-04-2025,44,Get It Sexyy,Sexyy Red,84,148551,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273422237a4122460c2fa99c135
30-04-2025,45,Something in the Orange,Zach Bryan,88,228013,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
30-04-2025,46,redrum,21 Savage,92,270697,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
30-04-2025,47,Austin,Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b273b345fdf20256c09c8c6f20c4
30-04-2025,48,Wanna Be (with Megan Thee Stallion),GloRilla,81,156444,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273bd9951bb4c9813bc540bde1d
30-04-2025,49,Scared To Start,Michael Marcagi,91,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
30-04-2025,50,MILLION DOLLAR BABY (VHS),Tommy Richman,73,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739351aad679d6cb885a02510e
01-05-2025,1,Espresso,Sabrina Carpenter,95,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
01-05-2025,2,Fortnight (feat. Post Malone),Taylor Swift,94,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
01-05-2025,3,A Bar Song (Tipsy),Shaboozey,89,171291,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27380d86d636244b72a3a1eede2
01-05-2025,4,I Can Do It With a Broken Heart,Taylor Swift,88,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
01-05-2025,5,Too Sweet,Hozier,89,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
